metro_area,iso_3166_2_code,census_fips_code,date,RS_first2,areatype,perc_change
NA,DE-SH,NA,2020-07-30,01,workplaces_percent_change_from_baseline,-34
NA,DE-SH,NA,2020-07-30,01,residential_percent_change_from_baseline,5
NA,DE-SH,NA,2020-07-31,01,retail_and_recreation_percent_change_from_baseline,12
NA,DE-SH,NA,2020-07-31,01,grocery_and_pharmacy_percent_change_from_baseline,12
NA,DE-SH,NA,2020-07-31,01,parks_percent_change_from_baseline,510
NA,DE-SH,NA,2020-07-31,01,transit_stations_percent_change_from_baseline,2
NA,DE-SH,NA,2020-07-31,01,workplaces_percent_change_from_baseline,-33
NA,DE-SH,NA,2020-07-31,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-01,01,retail_and_recreation_percent_change_from_baseline,2
NA,DE-SH,NA,2020-08-01,01,grocery_and_pharmacy_percent_change_from_baseline,7
NA,DE-SH,NA,2020-08-01,01,parks_percent_change_from_baseline,451
NA,DE-SH,NA,2020-08-01,01,transit_stations_percent_change_from_baseline,44
NA,DE-SH,NA,2020-08-01,01,workplaces_percent_change_from_baseline,4
NA,DE-SH,NA,2020-08-01,01,residential_percent_change_from_baseline,-2
NA,DE-SH,NA,2020-08-02,01,retail_and_recreation_percent_change_from_baseline,36
NA,DE-SH,NA,2020-08-02,01,grocery_and_pharmacy_percent_change_from_baseline,179
NA,DE-SH,NA,2020-08-02,01,parks_percent_change_from_baseline,252
NA,DE-SH,NA,2020-08-02,01,transit_stations_percent_change_from_baseline,32
NA,DE-SH,NA,2020-08-02,01,workplaces_percent_change_from_baseline,13
NA,DE-SH,NA,2020-08-02,01,residential_percent_change_from_baseline,-2
NA,DE-SH,NA,2020-08-03,01,retail_and_recreation_percent_change_from_baseline,35
NA,DE-SH,NA,2020-08-03,01,grocery_and_pharmacy_percent_change_from_baseline,18
NA,DE-SH,NA,2020-08-03,01,parks_percent_change_from_baseline,442
NA,DE-SH,NA,2020-08-03,01,transit_stations_percent_change_from_baseline,4
NA,DE-SH,NA,2020-08-03,01,workplaces_percent_change_from_baseline,-31
NA,DE-SH,NA,2020-08-03,01,residential_percent_change_from_baseline,4
NA,DE-SH,NA,2020-08-04,01,retail_and_recreation_percent_change_from_baseline,36
NA,DE-SH,NA,2020-08-04,01,grocery_and_pharmacy_percent_change_from_baseline,19
NA,DE-SH,NA,2020-08-04,01,parks_percent_change_from_baseline,469
NA,DE-SH,NA,2020-08-04,01,transit_stations_percent_change_from_baseline,2
NA,DE-SH,NA,2020-08-04,01,workplaces_percent_change_from_baseline,-31
NA,DE-SH,NA,2020-08-04,01,residential_percent_change_from_baseline,5
NA,DE-SH,NA,2020-08-05,01,retail_and_recreation_percent_change_from_baseline,30
NA,DE-SH,NA,2020-08-05,01,grocery_and_pharmacy_percent_change_from_baseline,15
NA,DE-SH,NA,2020-08-05,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-05,01,transit_stations_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-05,01,workplaces_percent_change_from_baseline,-30
NA,DE-SH,NA,2020-08-05,01,residential_percent_change_from_baseline,4
NA,DE-SH,NA,2020-08-06,01,retail_and_recreation_percent_change_from_baseline,19
NA,DE-SH,NA,2020-08-06,01,grocery_and_pharmacy_percent_change_from_baseline,13
NA,DE-SH,NA,2020-08-06,01,parks_percent_change_from_baseline,519
NA,DE-SH,NA,2020-08-06,01,transit_stations_percent_change_from_baseline,2
NA,DE-SH,NA,2020-08-06,01,workplaces_percent_change_from_baseline,-31
NA,DE-SH,NA,2020-08-06,01,residential_percent_change_from_baseline,4
NA,DE-SH,NA,2020-08-07,01,retail_and_recreation_percent_change_from_baseline,5
NA,DE-SH,NA,2020-08-07,01,grocery_and_pharmacy_percent_change_from_baseline,11
NA,DE-SH,NA,2020-08-07,01,parks_percent_change_from_baseline,513
NA,DE-SH,NA,2020-08-07,01,transit_stations_percent_change_from_baseline,2
NA,DE-SH,NA,2020-08-07,01,workplaces_percent_change_from_baseline,-30
NA,DE-SH,NA,2020-08-07,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-08,01,retail_and_recreation_percent_change_from_baseline,-2
NA,DE-SH,NA,2020-08-08,01,grocery_and_pharmacy_percent_change_from_baseline,7
NA,DE-SH,NA,2020-08-08,01,parks_percent_change_from_baseline,469
NA,DE-SH,NA,2020-08-08,01,transit_stations_percent_change_from_baseline,42
NA,DE-SH,NA,2020-08-08,01,workplaces_percent_change_from_baseline,2
NA,DE-SH,NA,2020-08-08,01,residential_percent_change_from_baseline,-2
NA,DE-SH,NA,2020-08-09,01,retail_and_recreation_percent_change_from_baseline,28
NA,DE-SH,NA,2020-08-09,01,grocery_and_pharmacy_percent_change_from_baseline,161
NA,DE-SH,NA,2020-08-09,01,parks_percent_change_from_baseline,292
NA,DE-SH,NA,2020-08-09,01,transit_stations_percent_change_from_baseline,34
NA,DE-SH,NA,2020-08-09,01,workplaces_percent_change_from_baseline,12
NA,DE-SH,NA,2020-08-09,01,residential_percent_change_from_baseline,-2
NA,DE-SH,NA,2020-08-10,01,retail_and_recreation_percent_change_from_baseline,23
NA,DE-SH,NA,2020-08-10,01,grocery_and_pharmacy_percent_change_from_baseline,20
NA,DE-SH,NA,2020-08-10,01,parks_percent_change_from_baseline,445
NA,DE-SH,NA,2020-08-10,01,transit_stations_percent_change_from_baseline,9
NA,DE-SH,NA,2020-08-10,01,workplaces_percent_change_from_baseline,-24
NA,DE-SH,NA,2020-08-10,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-11,01,retail_and_recreation_percent_change_from_baseline,27
NA,DE-SH,NA,2020-08-11,01,grocery_and_pharmacy_percent_change_from_baseline,21
NA,DE-SH,NA,2020-08-11,01,parks_percent_change_from_baseline,474
NA,DE-SH,NA,2020-08-11,01,transit_stations_percent_change_from_baseline,9
NA,DE-SH,NA,2020-08-11,01,workplaces_percent_change_from_baseline,-25
NA,DE-SH,NA,2020-08-11,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-12,01,retail_and_recreation_percent_change_from_baseline,23
NA,DE-SH,NA,2020-08-12,01,grocery_and_pharmacy_percent_change_from_baseline,16
NA,DE-SH,NA,2020-08-12,01,parks_percent_change_from_baseline,416
NA,DE-SH,NA,2020-08-12,01,transit_stations_percent_change_from_baseline,9
NA,DE-SH,NA,2020-08-12,01,workplaces_percent_change_from_baseline,-24
NA,DE-SH,NA,2020-08-12,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-13,01,retail_and_recreation_percent_change_from_baseline,20
NA,DE-SH,NA,2020-08-13,01,grocery_and_pharmacy_percent_change_from_baseline,14
NA,DE-SH,NA,2020-08-13,01,parks_percent_change_from_baseline,444
NA,DE-SH,NA,2020-08-13,01,transit_stations_percent_change_from_baseline,10
NA,DE-SH,NA,2020-08-13,01,workplaces_percent_change_from_baseline,-23
NA,DE-SH,NA,2020-08-13,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-14,01,retail_and_recreation_percent_change_from_baseline,11
NA,DE-SH,NA,2020-08-14,01,grocery_and_pharmacy_percent_change_from_baseline,14
NA,DE-SH,NA,2020-08-14,01,parks_percent_change_from_baseline,447
NA,DE-SH,NA,2020-08-14,01,transit_stations_percent_change_from_baseline,11
NA,DE-SH,NA,2020-08-14,01,workplaces_percent_change_from_baseline,-22
NA,DE-SH,NA,2020-08-14,01,residential_percent_change_from_baseline,2
NA,DE-SH,NA,2020-08-15,01,retail_and_recreation_percent_change_from_baseline,1
NA,DE-SH,NA,2020-08-15,01,grocery_and_pharmacy_percent_change_from_baseline,7
NA,DE-SH,NA,2020-08-15,01,parks_percent_change_from_baseline,415
NA,DE-SH,NA,2020-08-15,01,transit_stations_percent_change_from_baseline,37
NA,DE-SH,NA,2020-08-15,01,workplaces_percent_change_from_baseline,4
NA,DE-SH,NA,2020-08-15,01,residential_percent_change_from_baseline,-1
NA,DE-SH,NA,2020-08-16,01,retail_and_recreation_percent_change_from_baseline,29
NA,DE-SH,NA,2020-08-16,01,grocery_and_pharmacy_percent_change_from_baseline,149
NA,DE-SH,NA,2020-08-16,01,parks_percent_change_from_baseline,287
NA,DE-SH,NA,2020-08-16,01,transit_stations_percent_change_from_baseline,33
NA,DE-SH,NA,2020-08-16,01,workplaces_percent_change_from_baseline,12
NA,DE-SH,NA,2020-08-16,01,residential_percent_change_from_baseline,-2
NA,DE-SH,NA,2020-08-17,01,retail_and_recreation_percent_change_from_baseline,16
NA,DE-SH,NA,2020-08-17,01,grocery_and_pharmacy_percent_change_from_baseline,13
NA,DE-SH,NA,2020-08-17,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-17,01,transit_stations_percent_change_from_baseline,10
NA,DE-SH,NA,2020-08-17,01,workplaces_percent_change_from_baseline,-22
NA,DE-SH,NA,2020-08-17,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-18,01,retail_and_recreation_percent_change_from_baseline,25
NA,DE-SH,NA,2020-08-18,01,grocery_and_pharmacy_percent_change_from_baseline,17
NA,DE-SH,NA,2020-08-18,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-18,01,transit_stations_percent_change_from_baseline,8
NA,DE-SH,NA,2020-08-18,01,workplaces_percent_change_from_baseline,-19
NA,DE-SH,NA,2020-08-18,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-19,01,retail_and_recreation_percent_change_from_baseline,20
NA,DE-SH,NA,2020-08-19,01,grocery_and_pharmacy_percent_change_from_baseline,12
NA,DE-SH,NA,2020-08-19,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-19,01,transit_stations_percent_change_from_baseline,9
NA,DE-SH,NA,2020-08-19,01,workplaces_percent_change_from_baseline,-19
NA,DE-SH,NA,2020-08-19,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-20,01,retail_and_recreation_percent_change_from_baseline,18
NA,DE-SH,NA,2020-08-20,01,grocery_and_pharmacy_percent_change_from_baseline,10
NA,DE-SH,NA,2020-08-20,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-20,01,transit_stations_percent_change_from_baseline,6
NA,DE-SH,NA,2020-08-20,01,workplaces_percent_change_from_baseline,-20
NA,DE-SH,NA,2020-08-20,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-21,01,retail_and_recreation_percent_change_from_baseline,4
NA,DE-SH,NA,2020-08-21,01,grocery_and_pharmacy_percent_change_from_baseline,7
NA,DE-SH,NA,2020-08-21,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-21,01,transit_stations_percent_change_from_baseline,7
NA,DE-SH,NA,2020-08-21,01,workplaces_percent_change_from_baseline,-20
NA,DE-SH,NA,2020-08-21,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-22,01,retail_and_recreation_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-22,01,grocery_and_pharmacy_percent_change_from_baseline,4
NA,DE-SH,NA,2020-08-22,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-22,01,transit_stations_percent_change_from_baseline,27
NA,DE-SH,NA,2020-08-22,01,workplaces_percent_change_from_baseline,2
NA,DE-SH,NA,2020-08-22,01,residential_percent_change_from_baseline,1
NA,DE-SH,NA,2020-08-23,01,retail_and_recreation_percent_change_from_baseline,16
NA,DE-SH,NA,2020-08-23,01,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-23,01,parks_percent_change_from_baseline,157
NA,DE-SH,NA,2020-08-23,01,transit_stations_percent_change_from_baseline,16
NA,DE-SH,NA,2020-08-23,01,workplaces_percent_change_from_baseline,7
NA,DE-SH,NA,2020-08-23,01,residential_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-24,01,retail_and_recreation_percent_change_from_baseline,13
NA,DE-SH,NA,2020-08-24,01,grocery_and_pharmacy_percent_change_from_baseline,8
NA,DE-SH,NA,2020-08-24,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-24,01,transit_stations_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-24,01,workplaces_percent_change_from_baseline,-19
NA,DE-SH,NA,2020-08-24,01,residential_percent_change_from_baseline,4
NA,DE-SH,NA,2020-08-25,01,retail_and_recreation_percent_change_from_baseline,16
NA,DE-SH,NA,2020-08-25,01,grocery_and_pharmacy_percent_change_from_baseline,10
NA,DE-SH,NA,2020-08-25,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-25,01,transit_stations_percent_change_from_baseline,4
NA,DE-SH,NA,2020-08-25,01,workplaces_percent_change_from_baseline,-18
NA,DE-SH,NA,2020-08-25,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-26,01,retail_and_recreation_percent_change_from_baseline,7
NA,DE-SH,NA,2020-08-26,01,grocery_and_pharmacy_percent_change_from_baseline,5
NA,DE-SH,NA,2020-08-26,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-26,01,transit_stations_percent_change_from_baseline,-4
NA,DE-SH,NA,2020-08-26,01,workplaces_percent_change_from_baseline,-17
NA,DE-SH,NA,2020-08-26,01,residential_percent_change_from_baseline,5
NA,DE-SH,NA,2020-08-27,01,retail_and_recreation_percent_change_from_baseline,15
NA,DE-SH,NA,2020-08-27,01,grocery_and_pharmacy_percent_change_from_baseline,9
NA,DE-SH,NA,2020-08-27,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-27,01,transit_stations_percent_change_from_baseline,5
NA,DE-SH,NA,2020-08-27,01,workplaces_percent_change_from_baseline,-16
NA,DE-SH,NA,2020-08-27,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-28,01,retail_and_recreation_percent_change_from_baseline,7
NA,DE-SH,NA,2020-08-28,01,grocery_and_pharmacy_percent_change_from_baseline,10
NA,DE-SH,NA,2020-08-28,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-28,01,transit_stations_percent_change_from_baseline,5
NA,DE-SH,NA,2020-08-28,01,workplaces_percent_change_from_baseline,-16
NA,DE-SH,NA,2020-08-28,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-29,01,retail_and_recreation_percent_change_from_baseline,5
NA,DE-SH,NA,2020-08-29,01,grocery_and_pharmacy_percent_change_from_baseline,4
NA,DE-SH,NA,2020-08-29,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-29,01,transit_stations_percent_change_from_baseline,30
NA,DE-SH,NA,2020-08-29,01,workplaces_percent_change_from_baseline,3
NA,DE-SH,NA,2020-08-29,01,residential_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-30,01,retail_and_recreation_percent_change_from_baseline,34
NA,DE-SH,NA,2020-08-30,01,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-30,01,parks_percent_change_from_baseline,217
NA,DE-SH,NA,2020-08-30,01,transit_stations_percent_change_from_baseline,31
NA,DE-SH,NA,2020-08-30,01,workplaces_percent_change_from_baseline,12
NA,DE-SH,NA,2020-08-30,01,residential_percent_change_from_baseline,-2
NA,DE-SH,NA,2020-08-31,01,retail_and_recreation_percent_change_from_baseline,20
NA,DE-SH,NA,2020-08-31,01,grocery_and_pharmacy_percent_change_from_baseline,13
NA,DE-SH,NA,2020-08-31,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-08-31,01,transit_stations_percent_change_from_baseline,9
NA,DE-SH,NA,2020-08-31,01,workplaces_percent_change_from_baseline,-15
NA,DE-SH,NA,2020-08-31,01,residential_percent_change_from_baseline,2
NA,DE-SH,NA,2020-09-01,01,retail_and_recreation_percent_change_from_baseline,22
NA,DE-SH,NA,2020-09-01,01,grocery_and_pharmacy_percent_change_from_baseline,13
NA,DE-SH,NA,2020-09-01,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-01,01,transit_stations_percent_change_from_baseline,12
NA,DE-SH,NA,2020-09-01,01,workplaces_percent_change_from_baseline,-15
NA,DE-SH,NA,2020-09-01,01,residential_percent_change_from_baseline,2
NA,DE-SH,NA,2020-09-02,01,retail_and_recreation_percent_change_from_baseline,20
NA,DE-SH,NA,2020-09-02,01,grocery_and_pharmacy_percent_change_from_baseline,10
NA,DE-SH,NA,2020-09-02,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-02,01,transit_stations_percent_change_from_baseline,10
NA,DE-SH,NA,2020-09-02,01,workplaces_percent_change_from_baseline,-14
NA,DE-SH,NA,2020-09-02,01,residential_percent_change_from_baseline,2
NA,DE-SH,NA,2020-09-03,01,retail_and_recreation_percent_change_from_baseline,11
NA,DE-SH,NA,2020-09-03,01,grocery_and_pharmacy_percent_change_from_baseline,8
NA,DE-SH,NA,2020-09-03,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-03,01,transit_stations_percent_change_from_baseline,3
NA,DE-SH,NA,2020-09-03,01,workplaces_percent_change_from_baseline,-16
NA,DE-SH,NA,2020-09-03,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-09-04,01,retail_and_recreation_percent_change_from_baseline,8
NA,DE-SH,NA,2020-09-04,01,grocery_and_pharmacy_percent_change_from_baseline,9
NA,DE-SH,NA,2020-09-04,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-04,01,transit_stations_percent_change_from_baseline,8
NA,DE-SH,NA,2020-09-04,01,workplaces_percent_change_from_baseline,-15
NA,DE-SH,NA,2020-09-04,01,residential_percent_change_from_baseline,2
NA,DE-SH,NA,2020-09-05,01,retail_and_recreation_percent_change_from_baseline,5
NA,DE-SH,NA,2020-09-05,01,grocery_and_pharmacy_percent_change_from_baseline,5
NA,DE-SH,NA,2020-09-05,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-05,01,transit_stations_percent_change_from_baseline,25
NA,DE-SH,NA,2020-09-05,01,workplaces_percent_change_from_baseline,-3
NA,DE-SH,NA,2020-09-05,01,residential_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-06,01,retail_and_recreation_percent_change_from_baseline,25
NA,DE-SH,NA,2020-09-06,01,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-06,01,parks_percent_change_from_baseline,168
NA,DE-SH,NA,2020-09-06,01,transit_stations_percent_change_from_baseline,24
NA,DE-SH,NA,2020-09-06,01,workplaces_percent_change_from_baseline,6
NA,DE-SH,NA,2020-09-06,01,residential_percent_change_from_baseline,-1
NA,DE-SH,NA,2020-09-07,01,retail_and_recreation_percent_change_from_baseline,17
NA,DE-SH,NA,2020-09-07,01,grocery_and_pharmacy_percent_change_from_baseline,8
NA,DE-SH,NA,2020-09-07,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-07,01,transit_stations_percent_change_from_baseline,9
NA,DE-SH,NA,2020-09-07,01,workplaces_percent_change_from_baseline,-16
NA,DE-SH,NA,2020-09-07,01,residential_percent_change_from_baseline,2
NA,DE-SH,NA,2020-09-08,01,retail_and_recreation_percent_change_from_baseline,17
NA,DE-SH,NA,2020-09-08,01,grocery_and_pharmacy_percent_change_from_baseline,10
NA,DE-SH,NA,2020-09-08,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-08,01,transit_stations_percent_change_from_baseline,6
NA,DE-SH,NA,2020-09-08,01,workplaces_percent_change_from_baseline,-16
NA,DE-SH,NA,2020-09-08,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-09-09,01,retail_and_recreation_percent_change_from_baseline,12
NA,DE-SH,NA,2020-09-09,01,grocery_and_pharmacy_percent_change_from_baseline,6
NA,DE-SH,NA,2020-09-09,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-09,01,transit_stations_percent_change_from_baseline,3
NA,DE-SH,NA,2020-09-09,01,workplaces_percent_change_from_baseline,-15
NA,DE-SH,NA,2020-09-09,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-09-10,01,retail_and_recreation_percent_change_from_baseline,16
NA,DE-SH,NA,2020-09-10,01,grocery_and_pharmacy_percent_change_from_baseline,6
NA,DE-SH,NA,2020-09-10,01,parks_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-10,01,transit_stations_percent_change_from_baseline,9
NA,DE-SH,NA,2020-09-10,01,workplaces_percent_change_from_baseline,-15
NA,DE-SH,NA,2020-09-10,01,residential_percent_change_from_baseline,2
NA,DE-SH,NA,2020-09-11,01,retail_and_recreation_percent_change_from_baseline,8
NA,DE-SH,NA,2020-09-11,01,grocery_and_pharmacy_percent_change_from_baseline,7
NA,DE-SH,NA,2020-09-11,01,parks_percent_change_from_baseline,329
NA,DE-SH,NA,2020-09-11,01,transit_stations_percent_change_from_baseline,8
NA,DE-SH,NA,2020-09-11,01,workplaces_percent_change_from_baseline,-15
NA,DE-SH,NA,2020-09-11,01,residential_percent_change_from_baseline,1
NA,DE-SH,NA,2020-09-12,01,retail_and_recreation_percent_change_from_baseline,5
NA,DE-SH,NA,2020-09-12,01,grocery_and_pharmacy_percent_change_from_baseline,4
NA,DE-SH,NA,2020-09-12,01,parks_percent_change_from_baseline,267
NA,DE-SH,NA,2020-09-12,01,transit_stations_percent_change_from_baseline,31
NA,DE-SH,NA,2020-09-12,01,workplaces_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-12,01,residential_percent_change_from_baseline,-1
NA,DE-SH,NA,2020-09-13,01,retail_and_recreation_percent_change_from_baseline,34
NA,DE-SH,NA,2020-09-13,01,grocery_and_pharmacy_percent_change_from_baseline,140
NA,DE-SH,NA,2020-09-13,01,parks_percent_change_from_baseline,212
NA,DE-SH,NA,2020-09-13,01,transit_stations_percent_change_from_baseline,35
NA,DE-SH,NA,2020-09-13,01,workplaces_percent_change_from_baseline,9
NA,DE-SH,NA,2020-09-13,01,residential_percent_change_from_baseline,-3
NA,DE-SH,NA,2020-09-14,01,retail_and_recreation_percent_change_from_baseline,18
NA,DE-SH,NA,2020-09-14,01,grocery_and_pharmacy_percent_change_from_baseline,7
NA,DE-SH,NA,2020-09-14,01,parks_percent_change_from_baseline,357
NA,DE-SH,NA,2020-09-14,01,transit_stations_percent_change_from_baseline,11
NA,DE-SH,NA,2020-09-14,01,workplaces_percent_change_from_baseline,-12
NA,DE-SH,NA,2020-09-14,01,residential_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-15,01,retail_and_recreation_percent_change_from_baseline,20
NA,DE-SH,NA,2020-09-15,01,grocery_and_pharmacy_percent_change_from_baseline,9
NA,DE-SH,NA,2020-09-15,01,parks_percent_change_from_baseline,398
NA,DE-SH,NA,2020-09-15,01,transit_stations_percent_change_from_baseline,14
NA,DE-SH,NA,2020-09-15,01,workplaces_percent_change_from_baseline,-12
NA,DE-SH,NA,2020-09-15,01,residential_percent_change_from_baseline,1
NA,DE-SH,NA,2020-09-16,01,retail_and_recreation_percent_change_from_baseline,18
NA,DE-SH,NA,2020-09-16,01,grocery_and_pharmacy_percent_change_from_baseline,9
NA,DE-SH,NA,2020-09-16,01,parks_percent_change_from_baseline,302
NA,DE-SH,NA,2020-09-16,01,transit_stations_percent_change_from_baseline,12
NA,DE-SH,NA,2020-09-16,01,workplaces_percent_change_from_baseline,-12
NA,DE-SH,NA,2020-09-16,01,residential_percent_change_from_baseline,1
NA,DE-SH,NA,2020-09-17,01,retail_and_recreation_percent_change_from_baseline,16
NA,DE-SH,NA,2020-09-17,01,grocery_and_pharmacy_percent_change_from_baseline,7
NA,DE-SH,NA,2020-09-17,01,parks_percent_change_from_baseline,305
NA,DE-SH,NA,2020-09-17,01,transit_stations_percent_change_from_baseline,9
NA,DE-SH,NA,2020-09-17,01,workplaces_percent_change_from_baseline,-13
NA,DE-SH,NA,2020-09-17,01,residential_percent_change_from_baseline,1
NA,DE-SH,NA,2020-09-18,01,retail_and_recreation_percent_change_from_baseline,7
NA,DE-SH,NA,2020-09-18,01,grocery_and_pharmacy_percent_change_from_baseline,7
NA,DE-SH,NA,2020-09-18,01,parks_percent_change_from_baseline,339
NA,DE-SH,NA,2020-09-18,01,transit_stations_percent_change_from_baseline,9
NA,DE-SH,NA,2020-09-18,01,workplaces_percent_change_from_baseline,-13
NA,DE-SH,NA,2020-09-18,01,residential_percent_change_from_baseline,1
NA,DE-SH,NA,2020-09-19,01,retail_and_recreation_percent_change_from_baseline,5
NA,DE-SH,NA,2020-09-19,01,grocery_and_pharmacy_percent_change_from_baseline,3
NA,DE-SH,NA,2020-09-19,01,parks_percent_change_from_baseline,294
NA,DE-SH,NA,2020-09-19,01,transit_stations_percent_change_from_baseline,33
NA,DE-SH,NA,2020-09-19,01,workplaces_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-19,01,residential_percent_change_from_baseline,-1
NA,DE-SH,NA,2020-09-20,01,retail_and_recreation_percent_change_from_baseline,39
NA,DE-SH,NA,2020-09-20,01,grocery_and_pharmacy_percent_change_from_baseline,127
NA,DE-SH,NA,2020-09-20,01,parks_percent_change_from_baseline,233
NA,DE-SH,NA,2020-09-20,01,transit_stations_percent_change_from_baseline,36
NA,DE-SH,NA,2020-09-20,01,workplaces_percent_change_from_baseline,11
NA,DE-SH,NA,2020-09-20,01,residential_percent_change_from_baseline,-3
NA,DE-SH,NA,2020-09-21,01,retail_and_recreation_percent_change_from_baseline,15
NA,DE-SH,NA,2020-09-21,01,grocery_and_pharmacy_percent_change_from_baseline,6
NA,DE-SH,NA,2020-09-21,01,parks_percent_change_from_baseline,302
NA,DE-SH,NA,2020-09-21,01,transit_stations_percent_change_from_baseline,10
NA,DE-SH,NA,2020-09-21,01,workplaces_percent_change_from_baseline,-13
NA,DE-SH,NA,2020-09-21,01,residential_percent_change_from_baseline,1
NA,DE-SH,NA,2020-09-22,01,retail_and_recreation_percent_change_from_baseline,14
NA,DE-SH,NA,2020-09-22,01,grocery_and_pharmacy_percent_change_from_baseline,8
NA,DE-SH,NA,2020-09-22,01,parks_percent_change_from_baseline,328
NA,DE-SH,NA,2020-09-22,01,transit_stations_percent_change_from_baseline,12
NA,DE-SH,NA,2020-09-22,01,workplaces_percent_change_from_baseline,-13
NA,DE-SH,NA,2020-09-22,01,residential_percent_change_from_baseline,2
NA,DE-SH,NA,2020-09-23,01,retail_and_recreation_percent_change_from_baseline,10
NA,DE-SH,NA,2020-09-23,01,grocery_and_pharmacy_percent_change_from_baseline,8
NA,DE-SH,NA,2020-09-23,01,parks_percent_change_from_baseline,254
NA,DE-SH,NA,2020-09-23,01,transit_stations_percent_change_from_baseline,10
NA,DE-SH,NA,2020-09-23,01,workplaces_percent_change_from_baseline,-11
NA,DE-SH,NA,2020-09-23,01,residential_percent_change_from_baseline,2
NA,DE-SH,NA,2020-09-24,01,retail_and_recreation_percent_change_from_baseline,7
NA,DE-SH,NA,2020-09-24,01,grocery_and_pharmacy_percent_change_from_baseline,8
NA,DE-SH,NA,2020-09-24,01,parks_percent_change_from_baseline,221
NA,DE-SH,NA,2020-09-24,01,transit_stations_percent_change_from_baseline,4
NA,DE-SH,NA,2020-09-24,01,workplaces_percent_change_from_baseline,-12
NA,DE-SH,NA,2020-09-24,01,residential_percent_change_from_baseline,3
NA,DE-SH,NA,2020-09-25,01,retail_and_recreation_percent_change_from_baseline,0
NA,DE-SH,NA,2020-09-25,01,grocery_and_pharmacy_percent_change_from_baseline,9
NA,DE-SH,NA,2020-09-25,01,parks_percent_change_from_baseline,218
NA,DE-SH,NA,2020-09-25,01,transit_stations_percent_change_from_baseline,3
NA,DE-SH,NA,2020-09-25,01,workplaces_percent_change_from_baseline,-12
NA,DE-SH,NA,2020-09-25,01,residential_percent_change_from_baseline,3
